,X_value,Y_value,Sum_weight,Other_side
0,157715.969,379454.419,0.082283596,"(157697.714, 379481.622)"
1,119810.34,493682.33999999904,0.066860726,"(119834.0, 493703.0)"
2,85860.077,432976.598,0.06585992600000001,"(85885.947, 432987.14)"
3,108158.906,450448.65,0.06259991300000001,"(108230.069, 450427.745)"
4,95910.015,462530.838000002,0.05939883099999999,"(95915.967, 462499.839000001)"
5,110323.567,390781.387,0.05853594599999999,"(110314.843, 390878.98)"
6,167615.222,464463.946,0.05762581199999999,"(167296.746, 464400.065)"
7,119710.012,410907.622,0.057017531999999996,"(119809.504, 410970.897)"
8,103930.27735,420683.80258,0.05374437,"(103861.965, 420683.322)"
9,205994.56465,437107.72354,0.05351963,"(205984.89615, 437098.64813)"
10,164644.374,379547.244,0.052184386,"(164644.589, 379536.159)"
11,172832.526,514220.412,0.051246456,"(172840.182, 514211.601)"
12,85065.15000000001,453359.973,0.051196513,"(85115.535, 453348.669)"
13,116829.934,453438.619,0.04982513799999999,"(116794.045, 453351.906)"
14,96819.984,440784.073,0.049071515999999996,"(96740.035, 440746.09)"
15,127647.184,483585.668,0.04793325699999999,"(127656.807, 483600.042)"
16,144171.919,392480.196,0.047616078,"(144173.796, 392492.98)"
17,131069.73308,453758.48038,0.047303994999999995,
18,164038.961,500236.805,0.04594741199999999,"(164065.015, 500218.897)"
19,183478.463,448336.286,0.04534389899999999,"(183473.483, 448364.326)"
20,157111.494,390408.062,0.044827304,"(157125.843, 390416.188)"
21,180357.102,436139.571,0.044460269999999996,"(180135.616, 436295.518)"
22,147480.252,373790.798,0.043770252999999995,"(147474.207, 373815.167)"
23,82246.03,449583.03,0.043250002,"(82229.167, 449599.76)"
24,92349.18823,459425.45727,0.04313302699999999,"(92340.85081, 459451.06421)"
25,184288.738,447142.317,0.04232800799999999,
26,96477.0,436643.0,0.040953716999999994,"(96496.0, 436544.0)"
27,145229.509,472185.48,0.040821487000000004,"(145234.745, 472135.602)"
28,141227.078,452711.81,0.040513476,"(141084.027, 452680.676)"
29,127519.856,470710.511,0.03989019099999999,"(127581.318, 470718.097)"
30,67958.91049,381899.38338,0.039617848,"(67968.38716, 381919.44973)"
31,108001.427,475826.952,0.039294917000000006,"(108030.499, 475898.773)"
32,114931.902,482755.018000001,0.038604611,"(115217.002, 482949.483)"
33,232977.826,554720.05,0.038580073,"(232992.48, 554687.496)"
34,101502.0,430068.0,0.03837720699999999,"(101200.191, 430049.0)"
35,134344.083,444207.574999999,0.03793695699999999,"(134327.004, 444263.095)"
36,142947.948,456848.339,0.03773485,"(142959.96052, 456838.45675)"
37,138067.172,439708.619000002,0.037520429999999994,"(138384.283, 439369.452999999)"
38,95022.121,461932.348,0.036996233,"(94918.4560000001, 461673.635000004)"
39,128795.366,461452.423,0.036803133,"(128761.05, 461651.434)"
40,105999.913,473633.9620000021,0.036627785999999996,"(106159.309, 473772.465)"
41,189337.818,347949.955,0.036580179,"(189717.914, 348237.178)"
42,153326.086,412674.54,0.036150913,"(153380.356, 412682.757000001)"
43,137283.0,479994.511,0.035634233,
44,160851.62354,497497.50978,0.035438747,
45,220918.83061,473525.74053,0.035411977,
46,96336.263,439551.847,0.035188338,"(96195.02, 439985.943)"
47,167371.767,372259.906,0.035142730999999996,"(167731.16425, 371939.2319)"
48,128985.60628,514270.24044,0.035140137,"(128960.12429, 514265.78199)"
49,95444.748,450698.609,0.034807674,"(95429.89, 450685.936)"
50,123131.549,427928.441,0.034685666999999996,"(123129.337, 427942.364)"
51,208384.674,507702.969,0.034681902,
52,93774.622,469085.067,0.034674387,"(93815.846, 469122.231)"
53,190513.651,447941.94,0.034310045,"(190774.58577, 447896.31843)"
54,131227.2285,518024.0305,0.034198416999999995,"(131321.651, 517941.742)"
55,133076.041,453379.021,0.033603059000000005,"(132926.021, 453221.846)"
